v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;target
-0.5706;0.07915;-151.879;0.69412;0.30285;152.382;-0.74879;0.06298;0.80997;0.62011;0.35741;0.67625;14.362.946.494.536.200
0.14385;-0.91382;-0.62216;21.993;0.01682;0.42148;0.51981;-165.089;0.17639;-0.86348;-0.80099;0.00068;14.430.199.051.073.500
-0.75154;119.454;-156.948;-0.13571;246.208;117.009;215.334;-0.45428;-0.84355;153.171;207.985;110.726;14.436.888.849.903.600
-0.50275;0.01111;-0.8556;0.69742;0.17208;-0.43651;-163.532;-0.19804;-0.93422;112.328;0.97498;-117.749;14.471.312.139.552.500
0.41867;-0.90511;-110.218;123.361;0.36248;102.274;-0.04646;0.54045;-0.36395;164.918;-0.50922;-0.81186;14.477.495.694.230.000
-0.92252;0.80518;-0.61909;0.35205;0.90387;0.78026;0.61565;0.51029;0.90502;-0.15573;0.9404;0.62369;14.482.705.943.201.100
104.025;-0.0653;-0.3522;123.605;-0.29931;0.4502;0.25766;128.131;0.1814;-0.7046;-117.822;145.238;14.512.424.261.799.100
0.52899;-0.47451;113.285;257.737;-0.70988;0.50032;-0.97183;-0.26472;-183.377;-299.197;-0.42427;0.59313;14.565.297.937.816.200
-111.529;-0.02351;103.289;178.825;176.472;105.442;0.49252;-167.729;-0.26678;155.136;-0.60502;127.017;14.585.272.436.815.500
161.051;0.36854;-0.05099;-0.48449;0.28338;0.27873;0.1678;0.785;-0.06296;-0.07335;-136.796;0.49947;14.628.238.375.139.900
0.03139;-0.82099;0.63997;-0.68795;204.654;-0.1532;0.13203;-13.767;254.833;-0.35999;115.473;-0.68515;14.645.454.252.236.000
11.791;117.781;-0.11113;169.437;-0.9621;0.04385;108.872;-0.11546;0.28972;-0.55186;118.359;0.19391;14.651.965.810.231.800
253.889;-228.243;0.65425;106.402;-2.012;168.379;0.84551;119.021;-0.64011;0.18345;0.29832;0.18815;14.696.459.970.269.600
-0.15954;-0.06403;-0.27573;-0.31775;0.55866;-0.02259;-117.381;-0.56456;-0.19545;-170.685;0.19765;141.195;14.830.870.235.663.900
238.683;-0.04105;-0.36848;-0.03971;-0.95232;0.61574;-0.92873;-237.107;-0.98206;0.44233;-0.78819;-0.75562;14.839.249.481.199.100
0.94258;0.19569;148.021;0.18378;0.32149;-205.112;192.342;137.909;-252.956;0.30536;215.396;-0.32642;14.871.980.946.113.900
0.07162;220.649;0.19396;113.067;0.87182;0.64845;-0.29826;0.50185;-0.61867;0.0458;-0.36376;-0.79698;14.892.638.045.913.100
-0.10669;-0.29602;-0.45919;0.70312;-0.15032;-0.40884;-0.63506;0.91386;174.619;0.26588;-0.61882;1.861;14.916.289.274.902.700
0.08529;-0.65015;-0.52449;0.9369;-0.53408;0.68837;0.72531;-104.455;0.96774;0.1529;-0.69535;-149.278;14.927.796.400.153.000
188.551;0.62423;-0.9236;-0.97633;0.26033;-0.58934;-0.91045;-0.97158;0.74961;-0.21035;-0.32627;-197.546;14.929.775.734.289.600
0.613;-201.971;182.539;0.26777;0.6378;0.33459;-0.31795;0.3506;0.56627;234.309;236.785;0.15542;14.958.079.295.019.100
107.293;101.528;-0.18372;15.785;-0.59046;-210.105;-140.832;154.666;108.392;-0.72474;-0.2967;0.89388;15.020.626.037.079.100
0.59827;0.35289;0.67663;13.678;0.1231;0.39511;0.08954;0.08915;-125.128;-0.34317;-0.40432;0.07311;15.093.596.910.245.900
0.08119;0.00051;-0.08097;0.89598;0.93279;0.36576;16.401;-102.026;119.246;-207.477;107.141;-0.529;15.118.424.242.425.600
0.5645;211.783;0.62463;107.749;0.3699;123.514;0.0577;-0.62477;0.93687;265.912;-0.34607;0.26856;15.179.473.532.126.900
158.052;-0.66391;0.20463;0.09374;-0.22434;-0.4099;-0.54724;-0.23041;-0.09355;149.261;107.798;-0.24524;15.208.980.592.840.300
173.759;0.54548;-236.305;124.991;-11.024;0.30148;0.84608;0.18963;-0.93807;187.277;-0.34545;0.31416;15.224.702.825.910.000
116.874;-0.55358;181.265;-201.177;181.884;-156.917;-0.34649;125.252;147.812;-0.62595;0.09951;0.66014;15.225.286.597.699.300
101.807;0.88807;-0.00712;107.092;-0.05102;-0.75691;-0.45405;-0.66626;-0.15054;139.495;-141.378;0.17801;15.269.801.664.084.100
-0.8247;0.30957;-190.279;-118.257;216.965;-0.15135;0.3797;-0.663;0.10505;-0.08984;-250.976;0.19013;15.281.331.297.667.000
0.31726;-0.93903;0.17471;163.808;0.25886;-0.1514;0.01072;154.953;-255.774;-0.49473;-0.1627;0.43101;15.281.703.682.135.000
135.444;-166.031;156.746;101.919;-0.4381;-0.32938;-0.15857;-144.609;134.556;236.891;-0.96228;0.12176;15.293.309.164.029.700
-0.71504;0.41755;0.76717;0.19896;0.91431;-0.47365;184.258;118.408;-0.71538;-0.08513;-0.64815;-267.247;15.306.733.546.193.000
0.8327;-0.70156;-18.024;0.81976;0.20352;0.93408;0.80228;155.434;0.13577;0.30476;0.36992;-129.556;15.344.444.881.312.900
0.45417;-0.84031;-115.892;144.476;0.20908;0.52438;-145.351;-0.42369;116.291;-0.29366;0.25899;-0.84091;15.352.302.385.737.200
-0.06143;-0.50261;0.68553;-0.03043;182.419;-0.22087;-0.01943;0.66226;-143.072;151.057;0.51911;161.737;15.352.950.159.810.500
0.95835;0.68974;0.67739;0.84022;0.1064;139.221;0.14729;-149.392;-0.15954;0.70813;-0.30874;137.542;15.418.702.538.756.700
0.60866;-174.588;-109.881;111.541;0.38096;-0.01387;-0.54004;0.8525;139.212;-0.90652;-102.674;-0.22502;15.457.170.092.704.200
0.52681;-0.72264;0.94605;-0.41797;150.067;-1.148;-136.825;0.78463;115.805;-10.307;-0.27275;-286.652;15.515.003.146.855.800
127.355;-192.276;0.16291;0.25018;0.20735;0.59783;-0.61563;-0.79969;105.922;-0.53774;-0.72032;0.26119;15.542.410.459.317.400
117.255;116.527;-0.53314;-0.11782;0.47505;-0.21497;0.46596;0.38432;136.852;0.07208;0.67279;-155.664;15.616.357.426.696.800
0.35875;0.03798;-0.45543;-0.1946;-0.14442;-0.01713;266.727;-207.704;-0.30182;-0.82143;0.53394;-0.61395;15.661.517.588.314.600
110.811;-0.47084;-0.06619;0.90393;-0.06846;0.71257;-214.623;-127.192;-19.032;262.099;-0.47869;-226.646;15.672.068.548.763.300
0.02291;-191.325;-100.207;0.92104;-0.43334;-0.48218;-156.325;-0.40756;-0.874;192.263;-0.78592;-149.656;15.684.760.839.822.900
214.913;-0.11726;-0.09202;-108.664;0.22922;-0.04831;0.35689;-0.3469;0.01234;-156.125;-161.121;-0.63442;15.716.124.216.805.800
-0.24281;0.5643;0.82292;-0.17438;0.58318;0.22581;-141.262;194.355;-0.29285;190.123;-0.00233;101.462;15.725.767.056.597.700
0.44599;-0.22442;267.872;0.25472;0.90516;0.1164;0.13734;-210.808;-0.82774;-0.65449;263.765;0.75786;15.730.051.342.665.100
141.333;-0.0292;-0.67228;176.116;-112.178;0.18002;0.48476;-0.76394;-0.16421;-242.048;0.79727;-0.44033;15.740.712.881.837.100
-122.112;-0.67966;-0.22342;144.948;0.58527;130.184;130.632;-0.01331;281.519;-137.174;-0.17807;-0.25353;15.740.921.149.983.100
0.62734;-148.391;0.47503;113.398;0.26072;0.44435;102.688;0.66872;-0.34222;0.43941;0.46302;-0.44257;15.783.429.248.572.800
0.48295;0.69156;-0.0238;0.59882;101.169;-114.684;-0.82775;-0.88876;-0.93728;0.26877;-196.801;-0.5395;15.838.007.712.447.400
-0.14756;-0.38359;11.262;267.043;0.00686;0.29363;-0.96466;0.01372;0.71836;0.95284;138.097;-11.938;15.841.052.966.355.900
0.76706;0.88835;-0.15847;0.44022;-110.358;-110.357;-0.49894;0.63948;-0.82667;-188.998;105.386;0.46424;15.852.807.484.252.700
0.17999;-315.973;126.102;0.19011;148.515;222.544;-144.547;-0.62888;0.58977;0.24268;0.08702;-0.96372;15.861.073.033.277.100
0.27878;0.47126;0.41876;-0.1821;15.602;0.55347;130.133;0.32559;175.532;130.708;102.109;-0.90835;15.891.681.478.795.300
213.614;-0.04902;-107.546;-0.49088;-0.41846;-0.81302;-0.35655;0.54439;108.916;-0.10439;163.083;-228.665;15.931.884.217.576.100
0.8306;163.158;-0.16995;109.978;0.11313;-140.238;-115.604;1.781;-150.033;-0.38448;0.0111;22.623;15.996.842.240.297.600
102.543;-0.18127;0.16507;-119.876;139.066;144.952;198.708;-0.79387;0.19614;110.116;152.093;-0.66809;16.059.914.421.573.700
-0.01842;-0.2123;-0.0999;163.481;0.78519;0.72945;0.42107;-0.43763;-155.281;257.688;-0.69621;-0.36536;16.064.527.231.490.400
0.62064;-151.582;110.381;0.19746;0.99033;0.56356;11.242;11.795;-0.39303;129.872;0.13028;-193.412;16.072.413.570.076.200
124.553;11.861;0.48603;126.569;-0.45042;-0.49801;-0.34433;113.178;154.038;-0.04245;-0.27244;-145.412;16.081.259.164.791.000
-154.507;-0.05227;0.70038;0.69085;161.855;-0.01246;108.284;135.608;0.24124;-132.454;-163.451;-152.368;16.133.172.527.809.800
167.879;-0.93775;111.344;-110.748;0.69938;107.935;0.17864;-0.46997;-109.243;105.811;0.07137;0.00503;16.149.603.766.241.500
0.56305;106.936;-0.00749;112.184;0.44056;118.226;-16.644;-0.77772;0.02501;0.57651;-0.18703;0.07894;16.153.724.359.334.600
118.168;138.736;0.22945;0.53507;0.19584;0.15391;-183.044;134.009;0.1025;0.55079;-0.80964;0.101;16.198.779.155.885.800
117.242;-0.86779;0.10191;0.64587;0.01067;-0.51294;-0.42817;-0.63616;0.94793;0.06629;0.62331;0.17703;16.206.480.378.126.400
138.553;-0.23542;0.1959;0.23057;0.11327;0.66591;0.27981;0.12473;0.4822;-0.13146;-0.01728;0.63584;16.230.623.539.560.400
119.554;0.12722;-0.70471;0.08475;0.47553;117.664;0.6195;-0.70715;-0.31246;-0.02954;-0.49332;0.09597;16.234.951.892.148.500
0.95162;-0.41656;-178.605;0.58547;0.46484;132.379;137.059;-0.90924;-121.759;0.9828;-112.251;-0.8218;16.307.942.735.977.600
0.40665;117.177;0.20696;0.43777;102.419;-0.0711;-0.8766;0.39498;-0.28531;-24.739;101.587;-0.93772;16.323.232.856.078.600
-0.05875;0.21113;-0.43073;-202.092;160.658;-0.98187;0.06253;103.413;-0.45047;0.66188;0.86597;0.01125;16.367.355.324.306.800
0.26179;-0.4931;-0.9574;-0.48381;192.943;112.957;-0.89807;-0.51981;-157.006;0.04064;0.06776;0.6845;16.406.834.793.743.200
-0.2055;0.15016;0.80562;162.336;111.921;0.13561;-0.59228;0.50149;-119.864;110.496;-153.794;-0.43247;16.435.260.739.317.100
-0.38668;-120.673;-0.0566;0.37977;206.908;-131.471;0.03876;110.887;-0.41836;-108.594;0.1485;0.71164;16.441.241.767.778.500
170.607;-18.276;0.01726;0.89464;-0.79782;-148.154;0.35484;12.828;0.20852;-199.112;116.719;0.51285;16.451.589.835.032.400
-0.32127;0.84251;-12.765;0.6904;0.1744;-0.81642;0.56443;0.17546;-107.358;-0.79165;-125.387;-0.40103;16.478.591.711.121.500
235.188;0.54227;-184.232;-207.032;0.68092;-109.112;0.61414;-114.377;-0.03531;135.565;-0.41675;0.0395;16.486.778.123.769.100
0.90418;-0.78408;-114.898;0.85565;0.41895;0.75738;-0.96045;-108.227;0.2923;-231.331;-194.247;0.71622;16.508.965.291.974.600
0.80775;-0.11377;-0.05219;-0.4324;-0.47651;0.93554;-0.87612;-110.669;-0.96288;117.475;0.43081;188.455;16.533.050.516.980.700
177.658;0.89352;0.75497;-0.06046;-0.14344;-138.896;-0.81269;-0.31991;0.60036;0.83391;0.5489;0.32161;16.558.747.050.005.600
0.9895;-0.97567;0.63457;0.88516;0.19379;0.0428;0.64963;0.46836;0.8874;0.24606;-0.47871;-0.29242;16.626.779.823.852.900
-0.29466;0.13359;0.43968;-0.19198;0.80425;0.21741;-33.555;-0.44865;0.01355;108.578;-169.727;0.71944;16.703.675.804.664.600
275.607;0.12686;0.26573;-215.953;0.23314;-0.0198;-181.629;-249.618;-139.816;0.25075;0.4001;-15.452;16.705.593.219.230.100
195.263;0.76459;-0.78339;-0.71578;0.12671;168.822;0.7994;-0.86246;-0.40912;182.785;0.72005;-140.547;16.774.985.158.808.600
154.994;-143.014;0.64928;0.43656;0.00012;-0.623;-236.691;0.92004;0.56348;0.83762;-193.687;-14.275;16.779.521.945.100.100
147.085;158.043;-161.622;-0.08748;0.36526;0.42101;-0.0845;0.78172;-0.21483;0.00941;-0.66327;-0.18826;16.859.928.420.247.200
0.11697;-0.21063;237.853;104.525;-0.84218;-0.28906;-0.34633;0.64958;126.724;-0.23944;-0.16184;0.73299;16.911.961.681.045.100
0.21304;-0.46577;101.144;171.685;0.51225;0.39397;-0.80785;-0.88817;0.13876;-0.55542;-0.13529;-0.1781;16.934.159.048.276.300
0.56393;182.817;141.739;0.36708;107.129;0.38419;-0.67929;103.901;-10.999;0.62496;-0.29103;138.259;16.937.091.261.098.300
0.283;0.17211;-180.385;0.85645;100.274;0.00659;-0.21335;-119.903;-111.546;0.27722;0.30044;0.1128;16.938.744.798.186.500
0.2362;-0.55607;135.872;0.44958;1.395;-0.44173;0.49747;-0.63899;-0.99272;285.211;-0.27875;226.202;16.972.639.161.672.900
-0.39856;-0.17239;-144.115;233.966;0.86145;165.071;0.6787;0.892;105.302;-0.89806;-0.90629;-0.50471;17.082.479.494.199.300
0.75712;0.45765;0.47726;0.7089;0.60836;-0.08832;-0.85549;0.49688;-0.56662;177.667;-0.06972;-0.27872;17.106.793.188.156.700
-0.26989;-0.4638;0.98269;0.27414;0.36128;0.04944;0.74311;138.076;172.125;136.725;-0.56305;0.96301;17.151.547.293.160.200
-100.404;142.277;-0.61096;0.70296;0.60284;0.54785;0.62845;0.85717;-0.46241;-128.781;0.95451;-133.821;17.213.910.367.123.100
0.71348;-0.14643;162.713;-150.757;215.016;-0.37806;-0.00268;-0.03771;0.39954;-0.75254;0.98459;102.864;17.231.111.553.917.500
0.60197;-118.208;-130.944;-0.08264;136.585;-0.61033;-0.06274;-168.366;-0.49683;102.512;-0.06395;-0.27423;17.276.960.602.530.300
191.203;0.28249;-0.66196;0.40938;-0.43985;-0.00165;0.23829;-142.424;-149.479;152.045;-0.73215;-0.99755;17.294.278.578.895.700
217.297;0.71726;-0.37213;-116.625;0.5433;0.13759;-0.41902;0.05907;0.08422;-102.199;-280.748;-0.85231;17.314.560.817.721.300
0.73977;0.78641;152.254;-0.55199;145.226;-0.54448;-0.13722;0.7178;0.73912;0.24594;103.424;143.298;17.315.182.253.485.500
0.19226;-165.995;0.40309;0.25738;160.267;16.764;-0.42248;218.264;-0.89848;128.822;-0.0469;104.364;17.315.580.536.375.500
137.704;13.366;-0.56687;0.10948;0.26128;-104.184;0.41811;-229.117;116.216;-0.95915;0.88712;0.03327;17.332.998.758.990.700
111.208;-0.91535;0.80906;-0.35323;102.893;0.61004;-0.19177;272.526;111.717;-0.91859;-0.74394;0.58969;17.343.652.081.858.600
-0.02327;-0.54429;-0.15518;0.54913;-0.26916;-0.44869;-155.875;0.41773;-207.903;133.822;131.101;174.311;17.381.148.607.751.100
0.20506;0.46713;-0.80036;22.546;0.16662;-112.651;-0.18741;103.803;0.12908;-0.3618;0.22978;0.05133;17.405.731.759.876.400
0.64216;-0.88921;0.61951;0.93629;0.5549;178.316;-17.602;-209.255;0.91693;0.38404;0.66831;-0.22983;17.409.663.279.253.100
0.52129;-157.061;-0.44499;-0.04971;138.703;0.30289;-0.61211;0.23736;-0.59052;-0.17328;0.72488;-108.148;17.422.689.410.734.000
115.723;-0.24445;-0.36902;0.42028;0.26489;-218.899;20.963;-108.366;-149.828;-138.557;146.177;-117.855;17.473.081.646.730.800
0.91948;-0.80308;0.41074;-111.426;165.629;-0.3385;-0.65395;-0.29869;0.27608;-0.1799;103.872;-0.02192;17.477.540.263.751.900
-0.25865;162.508;-0.62566;-0.19913;0.72203;-0.17585;0.78962;-0.17274;-0.88305;-0.67781;-102.454;118.781;17.481.683.344.107.600
0.3429;-0.03118;0.47164;258.879;-0.23667;-0.21544;0.27713;-0.29682;106.843;0.03201;0.50752;-0.60469;17.531.451.073.787.900
0.52747;-0.87538;-0.01071;-120.472;0.17552;-0.17168;0.46595;-0.92257;0.10764;147.982;0.96681;0.30083;17.534.915.721.506.600
0.68983;228.523;-0.71429;0.01358;105.722;0.59414;-0.78594;-178.022;0.75501;0.48252;201.825;139.015;17.573.574.103.752.300
0.23442;-0.68781;-179.564;-0.01995;0.07088;0.48126;-0.96994;0.06824;0.35947;-145.876;-155.186;0.34352;17.729.819.618.243.500
0.89241;0.19879;-0.59679;0.93869;0.4618;0.94058;153.596;-0.65327;0.68304;103.381;-120.285;-0.87253;17.793.934.168.779.700
118.608;-0.78071;0.58774;101.341;-0.03946;-0.89776;0.69774;-0.98269;301.525;-0.63457;0.19278;0.63455;17.821.405.666.816.600
153.002;-0.38918;0.58335;0.85471;-0.23769;11.574;-0.49037;0.15278;0.08745;-0.91668;-0.89276;0.52862;17.822.968.925.584.200
157.615;0.92748;0.90618;-0.63457;0.82506;-116.928;0.3038;-297.571;0.57547;0.18193;-151.863;-0.7728;17.954.330.922.373.800
-0.03938;-0.42941;0.46743;0.57456;172.787;-0.31676;-0.79998;0.6396;-11.421;-202.204;-0.1073;322.839;17.983.423.635.873.400
0.34941;-167.624;-0.37939;0.72768;108.994;-12.669;-174.505;0.44384;-0.28102;-0.42231;102.644;140.098;18.078.487.886.129.400
-0.02343;-0.73824;0.37718;0.35036;0.12252;0.48142;0.66461;-0.42604;121.697;0.49169;-164.651;-0.14604;18.094.488.972.873.400
-0.0093;0.54896;0.25095;101.023;132.578;0.68968;-0.03098;0.15377;134.964;-107.872;0.81989;113.081;18.113.498.674.724.900
0.35497;0.73607;-0.14137;0.35373;147.192;114.118;172.875;-198.043;197.248;144.425;-0.41757;208.167;18.129.981.970.266.300
0.32025;0.17116;-0.71066;191.496;0.44134;0.70654;-0.77544;-0.96679;0.03722;-0.4094;-0.74;0.49567;18.144.402.896.562.300
245.939;-0.00903;0.24006;-0.96395;-0.06239;0.09726;0.35631;0.07314;-0.73305;0.93069;-0.04862;0.30309;18.145.469.409.916.700
170.573;0.79425;0.79814;0.51024;-0.38371;-0.14232;0.71064;12.251;0.03928;-123.966;192.657;0.03613;18.230.495.092.213.300
0.10292;147.417;0.67137;19.152;0.57281;0.04147;0.46281;-0.11892;-0.53638;0.42094;0.79926;-134.189;18.235.955.654.715.400
165.992;0.05614;-124.495;0.04439;0.11134;0.32323;115.065;-0.526;-0.10608;0.80695;0.57449;-22.857;18.242.471.489.229.800
0.00941;-0.03916;164.914;146.351;101.055;-190.251;0.70162;-167.625;0.0897;-0.03962;0.73442;0.98066;18.270.755.899.170.800
0.77194;0.48174;-0.36882;0.71409;0.56078;-123.801;172.443;-1.3;-152.001;-0.62906;191.516;0.1882;18.287.554.424.204.400
129.395;0.80764;-105.104;0.54939;0.00973;167.223;0.56384;-140.686;0.23804;-148.165;271.572;0.18388;18.308.715.120.471.800
0.03348;-0.00857;-0.8249;209.287;0.51947;-0.16494;0.02646;-150.566;-0.0606;0.69614;101.581;0.16218;18.317.040.094.910.400
0.53833;-0.3476;-115.969;0.11024;132.945;-0.15623;-0.50795;-0.03532;0.71362;0.01937;109.824;0.02004;18.336.936.920.075.900
0.05301;0.47774;-0.12886;0.2023;-0.04841;-0.71326;-132.308;-0.81705;0.3694;-0.29296;0.66228;0.17306;18.391.179.996.578.300
132.558;-0.35428;-166.892;-0.36198;-106.297;-0.06337;185.539;0.62849;115.694;145.339;-0.04826;-0.09042;18.419.803.861.785.900
15.452;203.653;0.18625;0.99754;-0.45633;-0.54131;0.96264;0.65961;-0.10463;0.17765;13.148;147.222;18.525.460.731.466.600
-0.13895;-0.78468;-106.515;0.36314;209.371;0.1507;-0.60596;0.11996;-0.98598;-0.28739;-0.5079;0.9589;18.566.862.901.866.200
0.94241;-0.60661;-0.07399;-0.18985;114.859;0.51711;0.4078;-119.749;-262.374;0.61392;0.53114;0.38673;18.566.917.684.529.100
-0.03833;0.62668;175.436;-174.247;147.297;-0.3257;128.393;103.938;-0.09393;0.27501;0.14703;-0.03808;18.597.898.548.270.500
-0.83239;-0.62473;275.646;0.24364;0.97102;-0.05111;0.73367;0.92225;0.64404;0.9986;0.3787;0.0659;18.611.028.623.814.500
-0.32817;165.162;-0.38559;0.52819;22.067;208.692;0.95701;168.957;-104.703;128.209;-0.5583;0.92272;18.617.527.803.195.400
0.42733;-0.25538;132.042;140.722;0.58306;-124.321;0.02931;0.03041;0.20394;-0.68574;105.347;-219.796;18.652.922.849.936.500
-0.54441;110.544;0.48222;0.04996;0.65444;0.3092;-0.20967;-0.05176;0.02283;0.43011;186.459;112.447;18.687.385.435.222.300
-0.18557;0.59726;0.65223;-0.91568;116.488;-118.979;-104.981;136.844;-0.31561;-0.84781;-111.383;22.131;18.701.905.625.107.300
117.104;-0.2063;-0.96534;106.356;0.12021;0.31508;0.10406;-0.85036;0.04553;-213.453;-0.62279;-0.3179;18.783.504.912.023.200
0.30817;0.7498;-199.125;0.78387;11.395;-0.59067;0.85519;0.31507;11.476;17.844;15.448;-209.384;18.796.849.475.444.300
155.387;-154.545;-0.43039;0.73124;-0.19763;-0.65882;0.23039;-186.692;179.622;-0.33298;0.6979;0.03561;18.797.149.457.319.300
0.31502;265.282;-0.04936;-104.453;0.79068;-0.14742;111.426;-0.67526;-0.67601;-0.19878;-248.459;216.802;18.798.825.360.042.000
0.62229;-0.29768;125.024;189.858;0.02844;-0.05706;-0.77169;0.54969;0.44523;-0.61646;109.951;-0.91642;18.817.417.407.864.900
0.71661;0.53402;0.96781;0.61926;0.88429;-0.05087;0.40418;0.58224;-0.67474;0.55161;0.39328;0.87435;18.865.602.130.949.800
-0.00622;-109.661;-0.52547;0.40292;0.08301;0.07666;0.05224;0.73641;-0.42114;-0.93249;-174.807;-108.023;18.900.884.004.429.900
0.71117;109.676;-140.346;0.92087;0.76883;-0.35415;-0.85165;-0.18942;-0.5738;0.17869;-0.60683;-0.05276;18.930.092.145.389.400
-0.2315;0.35415;-140.269;-0.04148;253.748;-115.967;0.31847;0.09571;-0.46697;-0.47461;-0.59458;-233.534;18.951.186.982.811.500
0.45213;0.10565;0.65848;-0.88134;227.679;153.852;-0.19709;-0.34855;0.04769;0.24462;0.15223;0.88366;18.951.526.566.597.600
0.63176;-0.65264;-152.306;0.57739;117.834;-0.50104;-0.03976;-133.045;0.13628;122.543;-14.923;-0.29331;18.958.866.989.073.100
0.67715;-115.291;0.66056;16.095;0.27042;-0.45219;-0.17353;-0.65794;0.51804;-0.56112;0.09728;0.74951;18.987.824.898.020.900
0.10694;-108.453;0.96973;315.196;-0.16333;-0.2112;0.25303;-0.61412;0.96043;0.97665;0.17665;0.29906;18.992.862.007.021.100
0.25862;0.73985;0.32713;0.16525;179.326;-0.98214;-0.96547;-0.18125;-0.39069;-0.72784;-0.12748;-11.722;19.012.838.319.739.700
0.42185;0.06683;0.02222;180.285;0.55879;126.189;-0.65303;0.84805;-25.904;0.77608;-122.002;0.21684;19.162.322.788.555.400
-0.67073;0.12729;-0.61026;-0.52486;120.584;0.97232;207.041;112.009;-127.157;171.065;-0.50635;0.94628;19.185.479.317.525.600
-0.13052;-0.58415;-0.92821;0.71884;203.962;-152.239;-0.02356;17.645;0.44324;-0.50567;-206.155;-0.17663;19.243.215.733.895.400
0.08788;-0.06117;-0.69935;-0.33434;242.283;133.498;0.75838;-0.03512;0.86073;-0.20287;-0.58303;0.26452;19.369.191.587.037.900
0.40287;-0.0757;-0.47061;-0.86993;238.239;-177.514;-0.50516;120.069;141.559;-0.29243;0.1147;-0.13575;19.397.645.226.283.100
0.79461;-0.71337;0.74565;0.84164;0.65166;0.2601;-147.021;131.602;0.23602;0.5389;101.243;14.073;19.431.495.471.301.700
133.298;0.30064;132.288;-0.30258;0.83453;0.39146;0.26809;-0.24493;0.46402;142.723;102.473;0.70177;19.433.338.733.969.300
124.391;0.14305;-0.14657;151.183;-0.30906;125.649;-136.786;-0.81733;0.46607;-271.124;0.73012;0.23635;19.491.364.918.667.600
0.36954;0.08352;158.132;137.467;0.85778;0.46043;-101.205;-0.4227;155.665;0.51502;0.01097;137.869;19.493.023.210.790.900
-0.73594;129.099;-144.197;219.662;179.082;-0.21861;236.325;0.63837;-240.857;-0.35129;-276.948;0.52176;19.533.209.800.998.300
149.034;-0.53887;0.10393;-0.67292;0.96886;0.45607;154.929;209.176;-229.016;0.15186;0.51969;0.61837;19.541.573.498.437.500
-0.23827;-0.01025;244.798;0.98797;189.221;-131.791;0.44113;0.90861;118.666;-0.8104;-0.39135;125.818;19.705.265.661.039.000
0.37557;-113.328;123.335;159.532;0.72705;-0.13478;-174.913;-0.32306;0.8914;-120.582;-0.0162;-0.2853;19.749.994.586.824.200
151.314;-0.3961;0.387;-0.77135;102.645;-0.8713;-0.78154;-0.46966;0.73883;0.7964;0.90261;189.243;19.945.457.754.174.700
109.355;0.38396;0.77875;0.13403;104.236;156.709;-143.891;0.41874;0.31233;0.33435;-110.926;-0.91881;19.967.617.193.043.200
-0.12756;0.2363;-0.22388;267.374;0.6863;0.26441;157.101;-0.55509;-0.6428;0.56829;-124.619;152.273;20.074.586.498.413.000
209.797;0.33274;-0.7691;-0.15028;-0.0334;0.86335;-0.99417;-0.55223;0.42938;101.454;0.49603;0.75972;20.137.156.351.325.200
-0.27451;0.60367;-0.45392;0.06794;0.51459;-0.21749;0.76414;-0.0284;0.38805;-0.22502;-0.17325;-0.76939;20.197.112.773.636.200
151.868;0.07937;-0.33948;100.906;-0.20526;0.68126;0.56623;0.32974;0.69612;211.597;0.88793;149.121;20.205.705.639.231.800
0.88353;-152.962;0.14381;-0.3125;140.119;-2.046;-0.25241;144.367;0.63676;0.97402;17.027;0.92635;20.268.445.472.506.000
0.74239;0.56609;-0.99111;-0.12374;-0.65862;0.77621;-0.54129;-0.36916;-0.41577;130.828;14.478;138.758;20.319.465.227.845.600
0.02546;0.3673;-123.835;0.72989;174.602;-0.08509;-0.7749;0.92041;-0.00837;-126.497;0.9747;-122.652;20.502.290.933.648.200
0.73391;-211.798;0.255;0.92927;0.77707;168.338;0.8959;178.512;-0.0743;-0.59481;117.368;0.48063;20.551.394.366.892.000
130.343;-156.888;-0.10363;-0.55939;116.286;0.64225;178.415;0.90766;-0.10756;0.46795;132.855;0.50612;20.626.922.319.967.300
126.309;-10.052;-137.438;0.38491;0.65577;-0.97845;-13.773;-0.17973;0.85788;-0.32861;0.00947;0.7028;20.640.142.690.497.700
0.72945;0.03504;-0.35885;169.761;0.45741;-151.502;-0.53751;-112.507;0.76703;0.63349;-116.727;0.17708;20.765.747.788.260.500
229.567;-0.35157;0.30639;-105.477;0.55736;-114.175;0.14166;-0.08465;-0.60097;-0.89753;-0.78242;0.9735;20.771.953.786.444.400
0.52231;-0.99056;0.52968;223.594;0.24059;-0.78651;-0.16546;181.901;138.267;0.3829;-0.19667;0.13126;20.793.148.332.320.700
110.075;0.13544;0.10942;206.782;-0.32629;0.99781;0.1375;-219.292;-0.94683;182.172;0.07574;-11.893;20.844.461.521.257.000
0.52496;0.01164;0.5195;0.03892;199.295;-16.201;-0.51843;-0.62456;-129.046;114.493;-263.057;0.84513;20.846.409.154.382.500
186.183;-127.114;0.4771;-0.98476;0.92003;-0.42433;-0.78465;-0.23606;-0.34938;0.07938;0.42875;0.65488;20.850.205.268.155.200
136.947;-116.114;0.33261;-0.66935;13.243;-0.82257;112.182;-109.101;-0.85262;-0.86957;-0.06353;0.51046;21.016.279.867.515.600
